AF	SO	DE	C1	RP	FU	TC	SN	PY	UT
Xiao, Yun-Chuan; Lei, Jun; Liu, Miao; Yu, Min; Ran, Jian; Xie, Jing; Li, Wei; Huang, Jing	HELVETICA CHIMICA ACTA	Curcuma longa; Bisabolones; Bisabolocurcumin ether; Demethoxybisabolocurcumin ether; Didemethoxybisabolocurcumin ether	[Xiao, Yun-Chuan; Liu, Miao; Yu, Min; Ran, Jian; Xie, Jing; Huang, Jing] Sichuan Univ, W China Sch Pharm, Chengdu 610041, Peoples R China; [Lei, Jun] Mianyang Normal Univ, Sch Chem & Chem Engn, Mianyang 621000, Peoples R China; [Li, Wei] Sichuan Univ, State Key Lab Oral Dis, Chengdu 610041, Peoples R China	Huang, J (reprint author), Sichuan Univ, W China Sch Pharm, 17th,3 Duan,Renminnanlu Rd, Chengdu 610041, Peoples R China.		5	0018-019X	2012	WOS:000300665700020
Yuan, Ming; Xu, Fei; Wang, Shao-Dong; Zhang, Da-Wei; Zhang, Zhong-Wei; Cao, Yang; Xu, Xiao-Chao; Luo, Ming-Hua; Yuan, Shu	TREE PHYSIOLOGY	C-3 carbon assimilation; C-4 cycle; Camellia oleifera; crassulacean acid metabolism (CAM); fungus infection	[Zhang, Zhong-Wei; Yuan, Shu] Sichuan Agr Univ, Coll Resources & Environm Sci, Chengdu 611130, Peoples R China; [Yuan, Ming] Sichuan Agr Univ, Coll Biol & Sci, Yaan 625014, Peoples R China; [Yuan, Ming; Xu, Fei; Wang, Shao-Dong; Zhang, Da-Wei; Zhang, Zhong-Wei; Yuan, Shu] Sichuan Univ, Coll Life Sci, Key Lab Bioresource & Ecoenvironm, Minist Educ, Chengdu 610064, Peoples R China; [Cao, Yang] Hunan Tian Hua Oil Tea Camellia Technol Co, Changsha 410125, Hunan, Peoples R China; [Xu, Xiao-Chao] Chengdu Univ, Coll Bioind, Chengdu 610106, Peoples R China; [Luo, Ming-Hua] Mianyang Normal Univ, Dept Life Sci & Technol, Mianyang 621000, Peoples R China	Yuan, S (reprint author), Sichuan Agr Univ, Coll Resources & Environm Sci, Chengdu 611130, Peoples R China.	National Nature Science Foundation of China [30800071]	1	0829-318X	2012	WOS:000300988800009
Yang, Feng-qing; Lv, Rui; Zhang, Yong-lan; Xia, Zhi-ning	ANALYTICAL METHODS		[Yang, Feng-qing; Lv, Rui; Zhang, Yong-lan; Xia, Zhi-ning] Chongqing Univ, Coll Chem & Chem Engn, Chongqing 400030, Peoples R China; [Lv, Rui] Mianyang Normal Univ, Dept Chem & Chem Engn, Mianyang 621000, Peoples R China	Xia, ZN (reprint author), Chongqing Univ, Coll Chem & Chem Engn, Chongqing 400030, Peoples R China.	National Natural Science Foundation of China [21175159]; Ministry of Science and Technology [2010DFA32680]; Natural Science Foundation [2010BB5070]	3	1759-9660	2012	WOS:000300038900037
Tang Jie; Yang Li-Rong; Wang Xiao-Jun; Zhang Lin; Wei Cheng-Fu; Chen Bo-Wei; Mei Yang	ACTA PHYSICA SINICA	NdFeB alloy; high pressure; microstructure; property	[Tang Jie; Yang Li-Rong; Wang Xiao-Jun; Wei Cheng-Fu; Chen Bo-Wei; Mei Yang] Mianyang Normal Univ, Sch Chem & Chem Engn, Mianyang 621000, Peoples R China; [Tang Jie; Wang Xiao-Jun; Zhang Lin; Chen Bo-Wei; Mei Yang] CAEP, Res Ctr Laser Fus, Mianyang 621900, Peoples R China	Tang, J (reprint author), Mianyang Normal Univ, Sch Chem & Chem Engn, Mianyang 621000, Peoples R China.	Key Technology Research and Development Program of the Department of Science and Technology of Sichuan Province, China [2012JY0045, 20115ZZ029]; Scientific Research Fundation of the Education Department of Sichuan Province, China [10ZA060, 11ZA161]; Key Project of Science and Technology Bureau of Mianyang Municipal, Sichuan Province, China [10Y002-4]; Special Project of MianYang Normal Universty [2011C02]	2	1000-3290	2012	WOS:000316734400016
Liu Shu-Xin; Wang Hai-Bin; Huo Ji-Chuan; Liu Ming	CHINESE JOURNAL OF STRUCTURAL CHEMISTRY	high gravity technology; BaCO3; particle controlling; morphology controlling	[Liu Shu-Xin; Wang Hai-Bin] Mianyang Normal Univ, Dept Chem & Chem Engn, Mianyang 621000, Peoples R China; [Huo Ji-Chuan; Liu Ming] SW Univ Sci & Technol, State Key Lab Cultivat Base Nonmet Composites & F, Mianyang 621010, Peoples R China	Liu, SX (reprint author), Mianyang Normal Univ, Dept Chem & Chem Engn, Mianyang 621000, Peoples R China.	Open Fund of State Key Laboratory Cultivation Base for Nonmetal Composites and Functional Materials [10zxfk38]	0	0254-5861	2012	WOS:000310496800014
Wang Zhi-Guo; Su Zhi-Xian; Bian Qing-Quan; Liu Si-Man; Liu Ting	CHINESE JOURNAL OF STRUCTURAL CHEMISTRY	carbene; silver; crystal structure; tetranuclear; L-lactide	[Wang Zhi-Guo; Su Zhi-Xian; Bian Qing-Quan; Liu Si-Man; Liu Ting] Mianyang Normal Univ, Dept Chem & Chem Engn, Mianyang 621000, Peoples R China	Wang, ZG (reprint author), Mianyang Normal Univ, Dept Chem & Chem Engn, Mianyang 621000, Peoples R China.	Sichuan Application Basic Foundation [2009JY0075]	1	0254-5861	2012	WOS:000310182900016
Han, Li; Zhang, Yan; Zheng, Yong	SOCIAL BEHAVIOR AND PERSONALITY	earthquake survivors; children; adolescents; mental health; coping styles	[Zheng, Yong] Southwest Univ, Sch Psychol, Chongqing 400715, Peoples R China; [Han, Li; Zheng, Yong] Southwest Univ, Ctr Studies Educ & Psychol Ethn Minor SW China, Chongqing 400715, Peoples R China; [Han, Li] Mianyang Normal Univ, Dept Sci & Technol, Mianyang, Peoples R China; [Zhang, Yan] Mianyang Normal Univ, Sch Educ Sci, Mianyang, Peoples R China	Zheng, Y (reprint author), Southwest Univ, Sch Psychol, 2 Tiansheng Rd, Chongqing 400715, Peoples R China.		0	0301-2212	2012	WOS:000308843700012
Huo Ji-Chuan; Liu Shu-Xin; Wang Li-Na; Lei Hong	CHINESE JOURNAL OF STRUCTURAL CHEMISTRY	bacillus pasteurii; strontium carbonate; morphology control; ethylenediamineetraacetic acid (EDTA); citric acid	[Huo Ji-Chuan; Wang Li-Na; Lei Hong] SW Univ Sci & Technol, Minist Educ, Engn Res Ctr Biomass Mat, Mianyang 621010, Sichuan, Peoples R China; [Liu Shu-Xin] Mianyang Normal Univ, Inst Chem & Chem Engn, Mianyang 621000, Sichuan, Peoples R China	Huo, JC (reprint author), SW Univ Sci & Technol, Minist Educ, Engn Res Ctr Biomass Mat, Mianyang 621010, Sichuan, Peoples R China.		1	0254-5861	2012	WOS:000307208000005
Hu, Wei; Xu, Fu-Yuan	INTERNATIONAL JOURNAL OF MOBILE COMMUNICATIONS	mobile communication; localisation algorithm; wireless sensor networks; distance vector-hop	[Hu, Wei; Xu, Fu-Yuan] Univ Shanghai Sci & Technol, Sch Business, Shanghai 200093, Peoples R China; [Hu, Wei] Mianyang Normal Univ, Sch Math & Comp Sci, Mianyang 621000, Peoples R China; [Xu, Fu-Yuan] Univ Shanghai Sci & Technol, Ctr Supernetworks Res China, Shanghai 200093, Peoples R China	Hu, W (reprint author), Univ Shanghai Sci & Technol, Sch Business, 516 Jun Gong Rd, Shanghai 200093, Peoples R China.		0	1470-949X	2012	WOS:000307160100001
Shi, Liqi; He, Chao; Zhu, Defeng; He, Qingguo; Li, Yang; Chen, Yan; Sun, Yuxi; Fu, Yanyan; Wen, Dan; Cao, Huimin; Cheng, Jiangong	JOURNAL OF MATERIALS CHEMISTRY		[Shi, Liqi; He, Chao; Zhu, Defeng; He, Qingguo; Fu, Yanyan; Wen, Dan; Cao, Huimin; Cheng, Jiangong] Chinese Acad Sci, Shanghai Inst Microsyst & Informat Technol, State Key Lab Transducer Technol, Shanghai 200050, Peoples R China; [Shi, Liqi; He, Chao; Wen, Dan] Chinese Acad Sci, Grad Sch, Beijing 100039, Peoples R China; [Li, Yang; Chen, Yan] DongHua Univ, Sch Environm Sci & Engn, Shanghai 200051, Peoples R China; [Sun, Yuxi] Mianyang Normal Univ, Res Ctr New Energy & Mat, Mianyang 621000, Peoples R China	He, QG (reprint author), Chinese Acad Sci, Shanghai Inst Microsyst & Informat Technol, State Key Lab Transducer Technol, Changning Rd 865, Shanghai 200050, Peoples R China.	National Nature Sciences Foundation of China [51003118, 50973128, 61007066]; Ministry of Science and Technology of China [2009BAK64B03, 2012BAK07B03]; Shanghai Science and Technology Committee [11JC1414700]	37	0959-9428	2012	WOS:000304351400032
