AF	SO	DE	C1	RP	FU	TC	SN	PY	UT
Li, Hong Bo; Liang, Wu; Ma, Chang Peng; Kai, Yong Mao; Li, Lei; Zhang, Yong Gang	JOURNAL OF HETEROCYCLIC CHEMISTRY		[Li, Hong Bo; Liang, Wu; Ma, Chang Peng; Kai, Yong Mao; Li, Lei; Zhang, Yong Gang] Southwest Univ Sci & Technol, Sch Mat Sci & Engn, Mianyang, Sichuan, Peoples R China	Li, HB (reprint author), Southwest Univ Sci & Technol, Sch Mat Sci & Engn, Mianyang, Sichuan, Peoples R China.	Youth Innovation Research Team of Sichuan for Carbon Nanomaterials [2011JTD0017]	0	0022-152X	2013	WOS:000325924800043
Zhang, X. W.; Mou, S. Y.; Dai, B.	AIP ADVANCES		[Zhang, X. W.; Mou, S. Y.; Dai, B.] Southwest Univ Sci & Technol, State Key Lab Cultivat Base Nonmetal Composites &, Mianyang 621010, Peoples R China	Zhang, XW (reprint author), Southwest Univ Sci & Technol, Mianyang 621010, Peoples R China.	Open Project of State Key Laboratory Cultivation Base for Nonmetal Composites and Functional Materials [11zxfk20]; National Natural Science Foundation of China [11074206]	1	2158-3226	2013	WOS:000322527000005
Li, Guoqiang; Li, Jiawen; Yang, Liang; Li, Xiaohong; Hu, Yanlei; Chu, Jiaru; Huang, Wenhao	APPLIED SURFACE SCIENCE	Aluminum; Surface modification; Femtosecond laser pulse; Structural colors	[Li, Guoqiang; Li, Jiawen; Yang, Liang; Hu, Yanlei; Chu, Jiaru; Huang, Wenhao] Univ Sci & Technol China, Dept Precis Machinery & Precis Instrumentat, Hefei 230026, Peoples R China; [Li, Xiaohong] Southwest Univ Sci & Technol, Sch Sci, Mianyang 621010, Peoples R China	Li, JW (reprint author), Univ Sci & Technol China, Dept Precis Machinery & Precis Instrumentat, Hefei 230026, Peoples R China.	National Science Foundation of China [51275502, 11204250]; China Postdoctoral Science Foundation [2012M511416, 2012M521245]	14	0169-4332	2013	WOS:000322368100028
Yang, Lin; Yan, Yun; Hu, Zhihua	CONSTRUCTION AND BUILDING MATERIALS	Aerated concrete; Phosphogypsum; Compressive strength; Shrinking	[Yang, Lin; Yan, Yun; Hu, Zhihua] Southwest Univ Sci & Technol, State Key Lab Cultivat Base Nonmetal Composites &, Mianyang 621010, Sichuan, Peoples R China	Yan, Y (reprint author), Southwest Univ Sci & Technol, State Key Lab Cultivat Base Nonmetal Composites &, Mianyang 621010, Sichuan, Peoples R China.	National High-Tech. R&D Program (863program) of China [2011AA06A106]; Open Project of State Key Laboratory Cultivation Base for Nonmetal Composites and Functional Materials [11zxfk26]; Southwest University of Science and Technology [11ycjj03]	13	0950-0618	2013	WOS:000320205200069
Xu, Zhonghui; Wu, Dandan; Zheng, Lei; Li, Dongwei; Peng, Xi	DISASTER ADVANCES	zeolite; activation; geopolymer synthesis	[Xu, Zhonghui; Peng, Xi] Southwest Univ Sci & Technol, Minist Educ, Key Lab Solid Waste Treatment & Resource Recycle, Mianyang 621010, Sichuan, Peoples R China; [Xu, Zhonghui; Li, Dongwei; Peng, Xi] Chongqing Univ, Coll Resource & Environm Sci, Chongqing 400044, Peoples R China; [Xu, Zhonghui; Wu, Dandan; Zheng, Lei] Southwest Univ Sci & Technol, Noncoal Mine Safety Technol Key Lab Sichuan Prov, Mianyang 621010, Sichuan, Peoples R China; [Xu, Zhonghui] Chongqing Univ, Chongqing 400044, Peoples R China; [Xu, Zhonghui] Zhineng Electrofacing Co Ltd, Chongqing 400044, Peoples R China	Li, DW (reprint author), Chongqing Univ, Coll Resource & Environm Sci, Chongqing 400044, Peoples R China.	Southwest University of Science and Technology in Mianyang, Sichuan, China [11zx7115]; National Natural Science Foundation of China [51274262]	2	0974-262X	2013	WOS:000321474200020
Yin, Guo-Ping; An, Yue-Wei; Hu, Guang; Zhu, Jing-Jing; Chen, Liang-Mian; Li, Liang-Chun; Wang, Zhi-Min	JOURNAL OF ASIAN NATURAL PRODUCTS RESEARCH	Curcuma wenyujin; guaiane-type sesquiterpenes; (4S)-4-hydroxy-gweicurculactone; zedoalactone G; (1R, 4R, 5S, 10S)-zedoalactone B; (+)-zedoalactone A	[Yin, Guo-Ping; An, Yue-Wei; Hu, Guang; Zhu, Jing-Jing; Chen, Liang-Mian; Wang, Zhi-Min] China Acad Chinese Med Sci, Inst Chinese Mat Med, Beijing 100700, Peoples R China; [Yin, Guo-Ping; An, Yue-Wei; Hu, Guang; Zhu, Jing-Jing; Chen, Liang-Mian; Wang, Zhi-Min] Natl Engn Lab Qual Control Technol Chinese Herbal, Beijing 100700, Peoples R China; [Yin, Guo-Ping] Henan Univ Tradit Chinese Med, Zhengzhou 450000, Peoples R China; [Li, Liang-Chun] Southwest Univ Sci & Technol, Sch Life Sci & Engn, Mianyang 621010, Peoples R China	Zhu, JJ (reprint author), China Acad Chinese Med Sci, Inst Chinese Mat Med, Beijing 100700, Peoples R China.	National Natural Science Foundation of China [30901961]; Fundamental Research Funds for the Central public welfare research institutes [ZZ20092015, ZZ070833]; National Science and Technology Special Project for New Drugs Innovation [2009ZX09301-005, 2009ZX09308-003]	4	1028-6020	2013	WOS:000321286100005
Wang, Xin; Liu, Yong; Zhang, Chi; An, Ying; He, Xuetao; Yang, Weimin	JOURNAL OF NANOSCIENCE AND NANOTECHNOLOGY	Melt Electrospinning; Electrical Force Formula; Dissipative Particle Dynamics; Simulation	[Wang, Xin; Liu, Yong; An, Ying; He, Xuetao; Yang, Weimin] Beijing Univ Chem Technol, Coll Mech & Elect Engn, Beijing 100029, Peoples R China; [Zhang, Chi] Southwest Univ Sci & Technol, Minist Educ, Engn Res Ctr Biomass Mat, Mianyang 621010, Sichuan, Peoples R China	Liu, Y (reprint author), Beijing Univ Chem Technol, Coll Mech & Elect Engn, Beijing 100029, Peoples R China.	Open Project of State Key Laboratory Cultivation Base for Nonmetal Composites and Functional Materials [10zxfk16]	6	1533-4880	2013	WOS:000320632100023
Zhong, Guo-Qing; Zhou, Hong-Liang; Jia, Yu-Qing	NANOSCIENCE AND NANOTECHNOLOGY LETTERS	Copper; Nanocrystalline Materials; Chemical Synthesis; Room Temperature Solid-Solid Reaction; X-Ray Diffraction	[Zhong, Guo-Qing] Southwest Univ Sci & Technol, Sch Mat Sci & Engn, State Key Lab Cultivat Base Nonmet Composite & Fu, Mianyang 621010, Peoples R China; [Zhou, Hong-Liang; Jia, Yu-Qing] E China Univ Sci & Technol, Sch Chem & Mol Engn, Shanghai 200237, Peoples R China	Zhong, GQ (reprint author), Southwest Univ Sci & Technol, Sch Mat Sci & Engn, State Key Lab Cultivat Base Nonmet Composite & Fu, Mianyang 621010, Peoples R China.	Open Funds of State Key Laboratory Cultivation Base for Nonmetal Composite and Functional Materials in China [10zxfk32]	2	1941-4900	2013	WOS:000320908800018
Liu, Xun; Ma, Yongjun; Zhou, Yong; Pei, Chonghua; Yin, Guangfu	MATERIALS LETTERS	Biomimetic; CaCO3; Bacterial cellulose; Self-assembly; Scaffold material; Structural	[Liu, Xun; Yin, Guangfu] Sichuan Univ, Coll Mat Sci & Engn, Chengdu 610065, Peoples R China; [Liu, Xun; Ma, Yongjun; Pei, Chonghua] Southwest Univ Sci & Technol, State Key Lab Cultivat Base Nonmet Composites & F, Mianyang 621010, Peoples R China; [Zhou, Yong] Nanjing Univ, ERERC, Natl Lab Solid State Microstruct, Dept Mat Sci & Engn, Nanjing 210093, Jiangsu, Peoples R China	Yin, GF (reprint author), Sichuan Univ, Coll Mat Sci & Engn, Chengdu 610065, Peoples R China.	Open Project of State Key Laboratory Cultivation Base for Nonmetal Composites and Functional Materials [12zxfk11]	7	0167-577X	2013	WOS:000320148900027
Kuang, Xiangjun; Wang, Xinqiang; Liu, Gaobin	JOURNAL OF THE INDIAN CHEMICAL SOCIETY	Binary Au12Pt cluster; geometrical structure; chemical reactivity toward CO and O-2	[Kuang, Xiangjun] Southwest Univ Sci & Technol, Sch Sci, Mianyang 621010, Sichuan, Peoples R China; [Kuang, Xiangjun; Wang, Xinqiang; Liu, Gaobin] Chongqing Univ, Coll Phys, Chongqing 400044, Peoples R China	Kuang, XJ (reprint author), Southwest Univ Sci & Technol, Sch Sci, Mianyang 621010, Sichuan, Peoples R China.	Doctoral Foundation of Southwest University of Science and Technology	0	0019-4522	2013	WOS:000209279400013
